version,nb_thread_per_block,N,M,repeat,runtime
2_2 1_block_1_line,1,4096,2048,100,0.841634
2_3 multiple_threads_and_atomic,1,4096,2048,100,1.664112
2_4 shared_memory,1,4096,2048,100,1.572717
2_1 sequential,1,4096,2048,100,1.029802
2_2 1_block_1_line,1,4096,2048,100,0.845579
2_3 multiple_threads_and_atomic,1,4096,2048,100,1.630493
2_4 shared_memory,1,4096,2048,100,1.584464
2_1 sequential,1,4096,2048,100,1.003955
2_2 1_block_1_line,1,4096,2048,100,0.859356
2_3 multiple_threads_and_atomic,1,4096,2048,100,1.596279
2_4 shared_memory,1,4096,2048,100,1.573501
2_1 sequential,1,4096,2048,100,1.006843
2_2 1_block_1_line,1,4096,2048,100,0.851043
2_3 multiple_threads_and_atomic,1,4096,2048,100,1.597319
2_4 shared_memory,1,4096,2048,100,1.597872
2_1 sequential,32,4096,2048,100,0.999434
2_2 1_block_1_line,1,4096,2048,100,0.856345
2_3 multiple_threads_and_atomic,32,4096,2048,100,0.51757
2_4 shared_memory,32,4096,2048,100,0.496707
2_1 sequential,32,4096,2048,100,0.999604
2_2 1_block_1_line,1,4096,2048,100,0.834289
2_3 multiple_threads_and_atomic,32,4096,2048,100,0.520486
2_4 shared_memory,32,4096,2048,100,0.508363
2_1 sequential,32,4096,2048,100,1.01545
2_2 1_block_1_line,1,4096,2048,100,0.859643
2_3 multiple_threads_and_atomic,32,4096,2048,100,0.505651
2_4 shared_memory,32,4096,2048,100,0.510159
2_1 sequential,32,4096,2048,100,0.998248
2_2 1_block_1_line,1,4096,2048,100,0.858306
2_3 multiple_threads_and_atomic,32,4096,2048,100,0.506828
2_4 shared_memory,32,4096,2048,100,0.502021
2_1 sequential,32,4096,2048,100,0.999402
2_2 1_block_1_line,1,4096,2048,100,0.856582
2_3 multiple_threads_and_atomic,32,4096,2048,100,0.500511
2_4 shared_memory,32,4096,2048,100,0.508102
2_1 sequential,32,4096,2048,100,1.019984
2_2 1_block_1_line,1,4096,2048,100,0.843271
2_3 multiple_threads_and_atomic,32,4096,2048,100,0.492782
2_4 shared_memory,32,4096,2048,100,0.502196
2_1 sequential,32,4096,2048,100,1.045868
2_2 1_block_1_line,1,4096,2048,100,0.859142
2_3 multiple_threads_and_atomic,32,4096,2048,100,0.50783
2_4 shared_memory,32,4096,2048,100,0.500953
2_1 sequential,32,4096,2048,100,1.009431
2_2 1_block_1_line,1,4096,2048,100,0.999339
2_3 multiple_threads_and_atomic,32,4096,2048,100,0.552666
2_4 shared_memory,32,4096,2048,100,0.489651
2_1 sequential,32,4096,2048,100,1.059431
2_2 1_block_1_line,1,4096,2048,100,0.893974
2_3 multiple_threads_and_atomic,32,4096,2048,100,0.511897
2_4 shared_memory,32,4096,2048,100,0.49854
2_1 sequential,32,4096,2048,100,1.000972
2_2 1_block_1_line,1,4096,2048,100,0.858906
2_3 multiple_threads_and_atomic,32,4096,2048,100,0.487988
2_4 shared_memory,32,4096,2048,100,0.492723
2_1 sequential,64,4096,2048,100,1.03302
2_2 1_block_1_line,1,4096,2048,100,0.84613
2_3 multiple_threads_and_atomic,64,4096,2048,100,0.501281
2_4 shared_memory,64,4096,2048,100,0.530995
2_1 sequential,64,4096,2048,100,1.02324
2_2 1_block_1_line,1,4096,2048,100,0.850468
2_3 multiple_threads_and_atomic,64,4096,2048,100,0.518213
2_4 shared_memory,64,4096,2048,100,0.519562
2_1 sequential,64,4096,2048,100,1.029565
2_2 1_block_1_line,1,4096,2048,100,0.852768
2_3 multiple_threads_and_atomic,64,4096,2048,100,0.526019
2_4 shared_memory,64,4096,2048,100,0.545532
2_1 sequential,64,4096,2048,100,1.008303
2_2 1_block_1_line,1,4096,2048,100,0.856352
2_3 multiple_threads_and_atomic,64,4096,2048,100,0.499019
2_4 shared_memory,64,4096,2048,100,0.52483
2_1 sequential,64,4096,2048,100,1.018548
2_2 1_block_1_line,1,4096,2048,100,0.850582
2_3 multiple_threads_and_atomic,64,4096,2048,100,0.496243
2_4 shared_memory,64,4096,2048,100,0.521949
2_1 sequential,64,4096,2048,100,1.013458
2_2 1_block_1_line,1,4096,2048,100,0.845678
2_3 multiple_threads_and_atomic,64,4096,2048,100,0.530049
2_4 shared_memory,64,4096,2048,100,0.570233
2_1 sequential,64,4096,2048,100,1.018044
2_2 1_block_1_line,1,4096,2048,100,0.898019
2_3 multiple_threads_and_atomic,64,4096,2048,100,0.698189
2_4 shared_memory,64,4096,2048,100,0.631549
2_1 sequential,64,4096,2048,100,1.09795
2_2 1_block_1_line,1,4096,2048,100,1.036134
2_3 multiple_threads_and_atomic,64,4096,2048,100,0.520485
2_4 shared_memory,64,4096,2048,100,0.535407
2_1 sequential,64,4096,2048,100,1.017687
2_2 1_block_1_line,1,4096,2048,100,0.868388
2_3 multiple_threads_and_atomic,64,4096,2048,100,0.510013
2_4 shared_memory,64,4096,2048,100,0.551611
2_1 sequential,64,4096,2048,100,1.017219
2_2 1_block_1_line,1,4096,2048,100,0.864772
2_3 multiple_threads_and_atomic,64,4096,2048,100,0.521125
2_4 shared_memory,64,4096,2048,100,0.549998
2_1 sequential,128,4096,2048,100,1.017109
2_2 1_block_1_line,1,4096,2048,100,0.924645
2_3 multiple_threads_and_atomic,128,4096,2048,100,0.510912
2_4 shared_memory,128,4096,2048,100,0.690334
2_1 sequential,128,4096,2048,100,0.993295
2_2 1_block_1_line,1,4096,2048,100,0.880213
2_3 multiple_threads_and_atomic,128,4096,2048,100,0.521133
2_4 shared_memory,128,4096,2048,100,0.682224
2_1 sequential,128,4096,2048,100,1.005551
2_2 1_block_1_line,1,4096,2048,100,0.874056
2_3 multiple_threads_and_atomic,128,4096,2048,100,0.518013
2_4 shared_memory,128,4096,2048,100,0.692316
2_1 sequential,128,4096,2048,100,1.022046
2_2 1_block_1_line,1,4096,2048,100,0.862907
2_3 multiple_threads_and_atomic,128,4096,2048,100,0.519177
2_4 shared_memory,128,4096,2048,100,0.692194
2_1 sequential,128,4096,2048,100,1.016644
2_2 1_block_1_line,1,4096,2048,100,0.871401
2_3 multiple_threads_and_atomic,128,4096,2048,100,0.557624
2_4 shared_memory,128,4096,2048,100,0.706544
2_1 sequential,128,4096,2048,100,1.06726
2_2 1_block_1_line,1,4096,2048,100,0.881305
2_3 multiple_threads_and_atomic,128,4096,2048,100,0.591322
2_4 shared_memory,128,4096,2048,100,0.749352
2_1 sequential,128,4096,2048,100,1.076296
2_2 1_block_1_line,1,4096,2048,100,0.877808
2_3 multiple_threads_and_atomic,128,4096,2048,100,0.521289
2_4 shared_memory,128,4096,2048,100,0.68494
2_1 sequential,128,4096,2048,100,1.023687
2_2 1_block_1_line,1,4096,2048,100,0.86311
2_3 multiple_threads_and_atomic,128,4096,2048,100,0.531092
2_4 shared_memory,128,4096,2048,100,0.687659
2_1 sequential,128,4096,2048,100,1.005568
2_2 1_block_1_line,1,4096,2048,100,0.857132
2_3 multiple_threads_and_atomic,128,4096,2048,100,0.539714
2_4 shared_memory,128,4096,2048,100,0.678019
2_1 sequential,128,4096,2048,100,1.01892
2_2 1_block_1_line,1,4096,2048,100,0.879467
2_3 multiple_threads_and_atomic,128,4096,2048,100,0.514986
2_4 shared_memory,128,4096,2048,100,0.684691
2_1 sequential,256,4096,2048,100,1.02195
2_2 1_block_1_line,1,4096,2048,100,0.873332
2_3 multiple_threads_and_atomic,256,4096,2048,100,0.554442
2_4 shared_memory,256,4096,2048,100,1.236286
2_1 sequential,256,4096,2048,100,1.025736
2_2 1_block_1_line,1,4096,2048,100,0.857397
2_3 multiple_threads_and_atomic,256,4096,2048,100,0.554216
2_4 shared_memory,256,4096,2048,100,1.219313
2_1 sequential,256,4096,2048,100,1.019116
2_2 1_block_1_line,1,4096,2048,100,0.87062
2_3 multiple_threads_and_atomic,256,4096,2048,100,0.547436
2_4 shared_memory,256,4096,2048,100,1.227299
2_1 sequential,256,4096,2048,100,1.016568
2_2 1_block_1_line,1,4096,2048,100,0.862748
2_3 multiple_threads_and_atomic,256,4096,2048,100,0.548671
2_4 shared_memory,256,4096,2048,100,1.225953
2_1 sequential,256,4096,2048,100,1.013147
2_2 1_block_1_line,1,4096,2048,100,0.860249
2_3 multiple_threads_and_atomic,256,4096,2048,100,0.552467
2_4 shared_memory,256,4096,2048,100,1.238827
2_1 sequential,256,4096,2048,100,1.040672
2_2 1_block_1_line,1,4096,2048,100,0.971762
2_3 multiple_threads_and_atomic,256,4096,2048,100,0.541209
2_4 shared_memory,256,4096,2048,100,1.269434
2_1 sequential,256,4096,2048,100,1.006433
2_2 1_block_1_line,1,4096,2048,100,0.857081
2_3 multiple_threads_and_atomic,256,4096,2048,100,0.539176
2_4 shared_memory,256,4096,2048,100,1.232465
2_1 sequential,256,4096,2048,100,1.007181
2_2 1_block_1_line,1,4096,2048,100,0.86684
2_3 multiple_threads_and_atomic,256,4096,2048,100,0.549189
2_4 shared_memory,256,4096,2048,100,1.225372
2_1 sequential,256,4096,2048,100,1.004796
2_2 1_block_1_line,1,4096,2048,100,0.85273
2_3 multiple_threads_and_atomic,256,4096,2048,100,0.542041
2_4 shared_memory,256,4096,2048,100,1.243319
2_1 sequential,256,4096,2048,100,1.164732
2_2 1_block_1_line,1,4096,2048,100,0.97058
2_3 multiple_threads_and_atomic,256,4096,2048,100,0.553452
2_4 shared_memory,256,4096,2048,100,1.248663
2_1 sequential,1,16384,8192,100,16.128611
2_2 1_block_1_line,1,16384,8192,100,6.701792
2_3 multiple_threads_and_atomic,1,16384,8192,100,18.465243
2_4 shared_memory,1,16384,8192,100,18.521166
2_1 sequential,1,16384,8192,100,15.8876
2_2 1_block_1_line,1,16384,8192,100,6.657117
2_3 multiple_threads_and_atomic,1,16384,8192,100,18.457814
2_4 shared_memory,1,16384,8192,100,18.702551
2_1 sequential,1,16384,8192,100,15.962403
2_2 1_block_1_line,1,16384,8192,100,6.66814
2_3 multiple_threads_and_atomic,1,16384,8192,100,18.512837
2_4 shared_memory,1,16384,8192,100,18.876707
2_1 sequential,1,16384,8192,100,15.969655
2_2 1_block_1_line,1,16384,8192,100,6.675988
2_3 multiple_threads_and_atomic,1,16384,8192,100,18.539861
2_4 shared_memory,1,16384,8192,100,19.139953
2_1 sequential,1,16384,8192,100,16.022909
2_2 1_block_1_line,1,16384,8192,100,6.656067
2_3 multiple_threads_and_atomic,1,16384,8192,100,18.564326
2_4 shared_memory,1,16384,8192,100,18.616447
2_1 sequential,1,16384,8192,100,15.605412
2_2 1_block_1_line,1,16384,8192,100,6.657257
2_3 multiple_threads_and_atomic,1,16384,8192,100,18.491116
2_4 shared_memory,1,16384,8192,100,18.66042
2_1 sequential,1,16384,8192,100,15.550859
2_2 1_block_1_line,1,16384,8192,100,6.628265
2_3 multiple_threads_and_atomic,1,16384,8192,100,18.458842
2_4 shared_memory,1,16384,8192,100,18.573454
2_1 sequential,1,16384,8192,100,15.46572
2_2 1_block_1_line,1,16384,8192,100,6.655959
2_3 multiple_threads_and_atomic,1,16384,8192,100,18.50955
2_4 shared_memory,1,16384,8192,100,18.451346
2_1 sequential,1,16384,8192,100,15.779351
2_2 1_block_1_line,1,16384,8192,100,6.651525
2_3 multiple_threads_and_atomic,1,16384,8192,100,18.480962
2_4 shared_memory,1,16384,8192,100,18.563376
2_1 sequential,1,16384,8192,100,15.849028
2_2 1_block_1_line,1,16384,8192,100,6.658288
2_3 multiple_threads_and_atomic,1,16384,8192,100,18.444103
2_4 shared_memory,1,16384,8192,100,18.475664
2_1 sequential,32,16384,8192,100,15.746632
2_2 1_block_1_line,1,16384,8192,100,6.654987
2_3 multiple_threads_and_atomic,32,16384,8192,100,1.300983
2_4 shared_memory,32,16384,8192,100,1.321265
2_1 sequential,32,16384,8192,100,15.560632
2_2 1_block_1_line,1,16384,8192,100,6.659008
2_3 multiple_threads_and_atomic,32,16384,8192,100,1.305631
2_4 shared_memory,32,16384,8192,100,1.246598
2_1 sequential,32,16384,8192,100,15.470607
2_2 1_block_1_line,1,16384,8192,100,6.577126
2_3 multiple_threads_and_atomic,32,16384,8192,100,1.284006
2_4 shared_memory,32,16384,8192,100,1.297405
2_1 sequential,32,16384,8192,100,15.458248
2_2 1_block_1_line,1,16384,8192,100,6.677596
2_3 multiple_threads_and_atomic,32,16384,8192,100,1.288907
2_4 shared_memory,32,16384,8192,100,1.306913
2_1 sequential,32,16384,8192,100,15.525842
2_2 1_block_1_line,1,16384,8192,100,6.626125
2_3 multiple_threads_and_atomic,32,16384,8192,100,1.302951
2_4 shared_memory,32,16384,8192,100,1.310936
2_1 sequential,32,16384,8192,100,15.462539
2_2 1_block_1_line,1,16384,8192,100,6.641678
2_3 multiple_threads_and_atomic,32,16384,8192,100,1.300649
2_4 shared_memory,32,16384,8192,100,1.307409
2_1 sequential,32,16384,8192,100,15.435614
2_2 1_block_1_line,1,16384,8192,100,6.66207
2_3 multiple_threads_and_atomic,32,16384,8192,100,1.269928
2_4 shared_memory,32,16384,8192,100,1.298252
2_1 sequential,32,16384,8192,100,15.458488
2_2 1_block_1_line,1,16384,8192,100,6.66967
2_3 multiple_threads_and_atomic,32,16384,8192,100,1.277617
2_4 shared_memory,32,16384,8192,100,1.317139
2_1 sequential,32,16384,8192,100,15.45376
2_2 1_block_1_line,1,16384,8192,100,6.635894
2_3 multiple_threads_and_atomic,32,16384,8192,100,1.276656
2_4 shared_memory,32,16384,8192,100,1.279076
2_1 sequential,32,16384,8192,100,15.841661
2_2 1_block_1_line,1,16384,8192,100,6.675177
2_3 multiple_threads_and_atomic,32,16384,8192,100,1.29783
2_4 shared_memory,32,16384,8192,100,1.312829
2_1 sequential,64,16384,8192,100,15.449319
2_2 1_block_1_line,1,16384,8192,100,6.676183
2_3 multiple_threads_and_atomic,64,16384,8192,100,1.271888
2_4 shared_memory,64,16384,8192,100,1.328629
2_1 sequential,64,16384,8192,100,15.467643
2_2 1_block_1_line,1,16384,8192,100,6.637685
2_3 multiple_threads_and_atomic,64,16384,8192,100,1.292052
2_4 shared_memory,64,16384,8192,100,1.330194
2_1 sequential,64,16384,8192,100,15.522906
2_2 1_block_1_line,1,16384,8192,100,6.681537
2_3 multiple_threads_and_atomic,64,16384,8192,100,1.273037
2_4 shared_memory,64,16384,8192,100,1.359252
2_1 sequential,64,16384,8192,100,15.444178
2_2 1_block_1_line,1,16384,8192,100,6.626806
2_3 multiple_threads_and_atomic,64,16384,8192,100,1.268979
2_4 shared_memory,64,16384,8192,100,1.333274
2_1 sequential,64,16384,8192,100,15.767069
2_2 1_block_1_line,1,16384,8192,100,6.66051
2_3 multiple_threads_and_atomic,64,16384,8192,100,1.294765
2_4 shared_memory,64,16384,8192,100,1.343173
2_1 sequential,64,16384,8192,100,15.739244
2_2 1_block_1_line,1,16384,8192,100,6.6213
2_3 multiple_threads_and_atomic,64,16384,8192,100,1.267089
2_4 shared_memory,64,16384,8192,100,1.310676
2_1 sequential,64,16384,8192,100,15.437202
2_2 1_block_1_line,1,16384,8192,100,6.674217
2_3 multiple_threads_and_atomic,64,16384,8192,100,1.282603
2_4 shared_memory,64,16384,8192,100,1.350548
2_1 sequential,64,16384,8192,100,15.817952
2_2 1_block_1_line,1,16384,8192,100,6.650781
2_3 multiple_threads_and_atomic,64,16384,8192,100,1.266461
2_4 shared_memory,64,16384,8192,100,1.343865
2_1 sequential,64,16384,8192,100,15.82766
2_2 1_block_1_line,1,16384,8192,100,6.65909
2_3 multiple_threads_and_atomic,64,16384,8192,100,1.288175
2_4 shared_memory,64,16384,8192,100,1.334929
2_1 sequential,64,16384,8192,100,15.831367
2_2 1_block_1_line,1,16384,8192,100,6.637741
2_3 multiple_threads_and_atomic,64,16384,8192,100,1.282826
2_4 shared_memory,64,16384,8192,100,1.333927
2_1 sequential,128,16384,8192,100,15.737962
2_2 1_block_1_line,1,16384,8192,100,6.639238
2_3 multiple_threads_and_atomic,128,16384,8192,100,1.273914
2_4 shared_memory,128,16384,8192,100,1.576309
2_1 sequential,128,16384,8192,100,15.725756
2_2 1_block_1_line,1,16384,8192,100,6.667765
2_3 multiple_threads_and_atomic,128,16384,8192,100,1.275806
2_4 shared_memory,128,16384,8192,100,1.584116
2_1 sequential,128,16384,8192,100,15.510804
2_2 1_block_1_line,1,16384,8192,100,6.661853
2_3 multiple_threads_and_atomic,128,16384,8192,100,1.245668
2_4 shared_memory,128,16384,8192,100,1.547472
2_1 sequential,128,16384,8192,100,15.450747
2_2 1_block_1_line,1,16384,8192,100,6.667693
2_3 multiple_threads_and_atomic,128,16384,8192,100,1.26792
2_4 shared_memory,128,16384,8192,100,1.593953
2_1 sequential,128,16384,8192,100,15.455581
2_2 1_block_1_line,1,16384,8192,100,6.648642
2_3 multiple_threads_and_atomic,128,16384,8192,100,1.292021
2_4 shared_memory,128,16384,8192,100,1.594736
2_1 sequential,128,16384,8192,100,15.45138
2_2 1_block_1_line,1,16384,8192,100,6.629706
2_3 multiple_threads_and_atomic,128,16384,8192,100,1.272638
2_4 shared_memory,128,16384,8192,100,1.59157
2_1 sequential,128,16384,8192,100,15.448994
2_2 1_block_1_line,1,16384,8192,100,6.670282
2_3 multiple_threads_and_atomic,128,16384,8192,100,1.289744
2_4 shared_memory,128,16384,8192,100,1.611982
2_1 sequential,128,16384,8192,100,15.475933
2_2 1_block_1_line,1,16384,8192,100,6.628724
2_3 multiple_threads_and_atomic,128,16384,8192,100,1.274823
2_4 shared_memory,128,16384,8192,100,1.577582
2_1 sequential,128,16384,8192,100,16.102598
2_2 1_block_1_line,1,16384,8192,100,6.657163
2_3 multiple_threads_and_atomic,128,16384,8192,100,1.30127
2_4 shared_memory,128,16384,8192,100,1.587252
2_1 sequential,128,16384,8192,100,15.44799
2_2 1_block_1_line,1,16384,8192,100,6.625847
2_3 multiple_threads_and_atomic,128,16384,8192,100,1.26156
2_4 shared_memory,128,16384,8192,100,1.550964
2_1 sequential,256,16384,8192,100,16.294453
2_2 1_block_1_line,1,16384,8192,100,6.646444
2_3 multiple_threads_and_atomic,256,16384,8192,100,1.321345
2_4 shared_memory,256,16384,8192,100,4.046453
2_1 sequential,256,16384,8192,100,15.453673
2_2 1_block_1_line,1,16384,8192,100,6.633307
2_3 multiple_threads_and_atomic,256,16384,8192,100,1.304947
2_4 shared_memory,256,16384,8192,100,4.022709
2_1 sequential,256,16384,8192,100,15.968113
2_2 1_block_1_line,1,16384,8192,100,6.700395
2_3 multiple_threads_and_atomic,256,16384,8192,100,1.274191
2_4 shared_memory,256,16384,8192,100,3.99923
2_1 sequential,256,16384,8192,100,15.437708
2_2 1_block_1_line,1,16384,8192,100,6.619044
2_3 multiple_threads_and_atomic,256,16384,8192,100,1.314911
2_4 shared_memory,256,16384,8192,100,3.947229
2_1 sequential,256,16384,8192,100,15.417796
2_2 1_block_1_line,1,16384,8192,100,6.61886
2_3 multiple_threads_and_atomic,256,16384,8192,100,1.298732
2_4 shared_memory,256,16384,8192,100,3.982862
2_1 sequential,256,16384,8192,100,15.466039
2_2 1_block_1_line,1,16384,8192,100,6.619997
2_3 multiple_threads_and_atomic,256,16384,8192,100,1.44635
2_4 shared_memory,256,16384,8192,100,4.192561
2_1 sequential,256,16384,8192,100,15.359148
2_2 1_block_1_line,1,16384,8192,100,6.639647
2_3 multiple_threads_and_atomic,256,16384,8192,100,1.280679
2_4 shared_memory,256,16384,8192,100,3.988971
2_1 sequential,256,16384,8192,100,15.504069
2_2 1_block_1_line,1,16384,8192,100,6.577713
2_3 multiple_threads_and_atomic,256,16384,8192,100,1.273729
2_4 shared_memory,256,16384,8192,100,3.99616
2_1 sequential,256,16384,8192,100,16.523479
2_2 1_block_1_line,1,16384,8192,100,6.665338
2_3 multiple_threads_and_atomic,256,16384,8192,100,1.336055
2_4 shared_memory,256,16384,8192,100,4.112213
2_1 sequential,256,16384,8192,100,15.437342
2_2 1_block_1_line,1,16384,8192,100,6.537897
2_3 multiple_threads_and_atomic,256,16384,8192,100,1.303431
2_4 shared_memory,256,16384,8192,100,4.085618
